BR,US,UK,Name,Kind,Size,N,Rating,GWB,Fill0D,Fill1D,StrandN,StrandD,CuBundD,InsTh,TwistLA,BeltTh,BeltTapeTh,ScreenTh,BedTh,ArmWireN,ArmWireD,ArmWireLA,ArmTapeTh,BraidTh,JackTh,Diameter,Weight
,,,LV60TQSAT-3K,LV,6,4,3,,3.36,,7,1.04,3.12,2.5,12,1,,0.21,1.8,,,,0.8,,2,31.23,1.35
,,,LV100TQSAT-3K,LV,10,4,3,,3.5,,7,1.35,4.05,2.2,12,1,,0.21,1.8,,,,0.8,,2,32.02,1.53
,,,LV160TQSAT-3K,LV,16,4,3,,3.93,,7,1.7,5.1,2.2,12,1,,0.21,1.9,,,,0.8,,2.1,34.96,1.91
,,,LV250TQSAT-3K,LV,25,4,3,,4.48,,7,2.14,6.42,2.2,12,1.1,,0.21,2,,,,0.8,,2.2,38.75,2.47
,,,LV350TQSAT-3K,LV,35,4,3,,4.95,,7,2.52,7.56,2.2,12,1.2,,0.21,2.1,,,,0.8,,2.3,42.1,3.04
,,,LV25TP-1K,LV,2.5,2,1,,,,7,0.67,2.01,0.8,10,1,,,,,,,,,0.8,10.82,0.13
,,,LV40TP-1K,LV,4,2,1,,,,7,0.85,2.55,1,10,1,,,,,,,,,0.8,12.7,0.18
,,,LV60TP-1K,LV,6,2,1,,,,7,1.04,3.12,1,10,1,,,,,,,,,0.8,13.84,0.24
,,,LV100TP-1K,LV,10,2,1,,,,7,1.35,4.05,1,10,1,,,,,,,,,0.8,15.7,0.34
,,,LV160TP-1K,LV,16,2,1,,,,7,1.7,5.1,1,10,1,,,,,,,,,0.8,17.8,0.49
,,,LV250TP-1K,LV,25,2,1,,,,7,2.14,6.42,1.2,10,1,,,,,,,,,0.8,21.24,0.73
,,,LV350TP-1K,LV,35,2,1,,,,7,2.52,7.56,1.2,10,1,,,,,,,,,0.8,23.52,0.96
,,,LV25TT-1K,LV,2.5,3,1,,0.56,,7,0.67,2.01,0.8,11,1,,,,,,,,,0.8,11.38,0.15
,,,LV40TT-1K,LV,4,3,1,,0.71,,7,0.85,2.55,1,11,1,,,,,,,,,0.8,13.41,0.23
,,,LV60TT-1K,LV,6,3,1,,0.79,,7,1.04,3.12,1,11,1,,,,,,,,,0.8,14.63,0.3
,,,LV100TT-1K,LV,10,3,1,,0.94,,7,1.35,4.05,1,11,1,,,,,,,,,0.8,16.64,0.44
,,,LV160TT-1K,LV,16,3,1,,1.1,,7,1.7,5.1,1,11,1,,,,,,,,,0.8,18.9,0.64
,,,LV250TT-1K,LV,25,3,1,,1.37,,7,2.14,6.42,1.2,11,1,,,,,,,,,0.8,22.61,0.98
,,,LV350TT-1K,LV,35,3,1,,1.54,,7,2.52,7.56,1.2,11,1,,,,,,,,,0.8,25.06,1.3
,,,LV25TQ-1K,LV,2.5,4,1,,1.49,,7,0.67,2.01,0.8,12,1,,,,,,,,,0.8,12.31,0.19
,,,LV40TQ-1K,LV,4,4,1,,1.88,,7,0.85,2.55,1,12,1,,,,,,,,,0.8,14.58,0.28
,,,LV60TQ-1K,LV,6,4,1,,2.12,,7,1.04,3.12,1,12,1,,,,,,,,,0.8,15.96,0.38
,,,LV100TQ-1K,LV,10,4,1,,2.5,,7,1.35,4.05,1,12,1,,,,,,,,,0.8,18.2,0.56
,,,LV160TQ-1K,LV,16,4,1,,2.94,,7,1.7,5.1,1,12,1,,,,,,,,,0.8,20.74,0.83
,,,LV250TQ-1K,LV,25,4,1,,3.65,,7,2.14,6.42,1.2,12,1,,,,,,,,,0.8,24.89,1.26
,,,LV350TQ-1K,LV,35,4,1,,4.12,,7,2.52,7.56,1.2,12,1,,,,,,,,,0.8,27.64,1.68
,,,LV25TPAW-1K,LV,2.5,2,1,,,,7,0.67,2.01,0.8,9,1,,,0.8,22,1.6,14.04,,,1.8,17.62,0.66
,,,LV40TPAW-1K,LV,4,2,1,,,,7,0.85,2.55,1,10,1,,,0.8,26,1.6,14.17,,,1.8,19.5,0.81
,,,LV60TPAW-1K,LV,6,2,1,,,,7,1.04,3.12,1,10,1,,,0.8,28,1.6,14.26,,,1.8,20.64,0.91
,,,LV100TPAW-1K,LV,10,2,1,,,,7,1.35,4.05,1,10,1,,,0.8,31,1.6,14.32,,,1.8,22.5,1.09
,,,LV160TPAW-1K,LV,16,2,1,,,,7,1.7,5.1,1,10,1,,,0.8,35,1.6,14.44,,,1.8,24.6,1.33
,,,LV250TPAW-1K,LV,25,2,1,,,,7,2.14,6.42,1.2,10,1,,,0.8,42,1.6,14.49,,,1.9,28.24,1.75
,,,LV350TPAW-1K,LV,35,2,1,,,,7,2.52,7.56,1.2,10,1,,,0.8,46,1.6,14.52,,,1.9,30.52,2.07
,,,LV25TTAW-1K,LV,2.5,3,1,,0.56,,7,0.67,2.01,0.8,11,1,,,0.8,23,1.6,14.13,,,1.8,18.18,0.72
,,,LV40TTAW-1K,LV,4,3,1,,0.71,,7,0.85,2.55,1,11,1,,,0.8,27,1.6,14.23,,,1.8,20.21,0.88
,,,LV60TTAW-1K,LV,6,3,1,,0.79,,7,1.04,3.12,1,11,1,,,0.8,29,1.6,14.32,,,1.8,21.43,1
,,,LV100TTAW-1K,LV,10,3,1,,0.94,,7,1.35,4.05,1,11,1,,,0.8,33,1.6,14.36,,,1.8,23.44,1.24
,,,LV160TTAW-1K,LV,16,3,1,,1.1,,7,1.7,5.1,1,11,1,,,0.8,37,1.6,14.46,,,1.8,25.7,1.53
,,,LV250TTAW-1K,LV,25,3,1,,1.37,,7,2.14,6.42,1.2,11,1,,,0.8,44,1.6,14.52,,,1.9,29.61,2.04
,,,LV350TTAW-1K,LV,35,3,1,,1.54,,7,2.52,7.56,1.2,11,1,,,0.8,40,2,14.48,,,2,33.06,2.77
,,,LV25TQAW-1K,LV,2.5,4,1,,1.49,,7,0.67,2.01,0.8,12,1,,,0.8,25,1.6,14.19,,,1.8,19.11,0.8
,,,LV40TQAW-1K,LV,4,4,1,,1.88,,7,0.85,2.55,1,12,1,,,0.8,29,1.6,14.27,,,1.8,21.38,0.99
,,,LV60TQAW-1K,LV,6,4,1,,2.12,,7,1.04,3.12,1,12,1,,,0.8,32,1.6,14.34,,,1.8,22.76,1.15
,,,LV100TQAW-1K,LV,10,4,1,,2.5,,7,1.35,4.05,1,12,1,,,0.8,36,1.6,14.43,,,1.8,25,1.43
,,,LV160TQAW-1K,LV,16,4,1,,2.94,,7,1.7,5.1,1,12,1,,,0.8,41,1.6,14.48,,,1.8,27.54,1.81
,,,LV250TQAW-1K,LV,25,4,1,,3.65,,7,2.14,6.42,1.2,12,1,,,0.8,49,1.6,14.55,,,2,32.09,2.45
,,,LV350TQAW-1K,LV,35,4,1,,4.12,,7,2.52,7.56,1.2,12,1,,,0.8,43,2,14.5,,,2.1,35.84,3.28
,,,LV25TPAT-1K,LV,2.5,2,1,,,,7,0.67,2.01,0.8,9,1,,,0.8,,,,0.8,,1.8,16.02,0.41
,,,LV40TPAT-1K,LV,4,2,1,,,,7,0.85,2.55,1,10,1,,,0.8,,,,0.8,,1.8,17.9,0.51
,,,LV60TPAT-1K,LV,6,2,1,,,,7,1.04,3.12,1,10,1,,,0.8,,,,0.8,,1.8,19.04,0.59
,,,LV100TPAT-1K,LV,10,2,1,,,,7,1.35,4.05,1,10,1,,,0.8,,,,0.8,,1.8,20.9,0.74
,,,LV160TPAT-1K,LV,16,2,1,,,,7,1.7,5.1,1,10,1,,,0.8,,,,0.8,,1.8,23,0.94
,,,LV250TPAT-1K,LV,25,2,1,,,,7,2.14,6.42,1.2,10,1,,,0.8,,,,0.8,,1.8,26.44,1.26
,,,LV350TPAT-1K,LV,35,2,1,,,,7,2.52,7.56,1.2,10,1,,,0.8,,,,0.8,,1.9,28.92,1.56
,,,LV25TTAT-1K,LV,2.5,3,1,,0.56,,7,0.67,2.01,0.8,11,1,,,0.8,,,,0.8,,1.8,16.58,0.45
,,,LV40TTAT-1K,LV,4,3,1,,0.71,,7,0.85,2.55,1,11,1,,,0.8,,,,0.8,,1.8,18.61,0.58
,,,LV60TTAT-1K,LV,6,3,1,,0.79,,7,1.04,3.12,1,11,1,,,0.8,,,,0.8,,1.8,19.83,0.68
,,,LV100TTAT-1K,LV,10,3,1,,0.94,,7,1.35,4.05,1,11,1,,,0.8,,,,0.8,,1.8,21.84,0.87
,,,LV160TTAT-1K,LV,16,3,1,,1.1,,7,1.7,5.1,1,11,1,,,0.8,,,,0.8,,1.8,24.1,1.12
,,,LV250TTAT-1K,LV,25,3,1,,1.37,,7,2.14,6.42,1.2,11,1,,,0.8,,,,0.8,,1.8,27.81,1.54
,,,LV350TTAT-1K,LV,35,3,1,,1.54,,7,2.52,7.56,1.2,11,1,,,0.8,,,,0.8,,1.9,30.46,1.93
,,,LV25TQAT-1K,LV,2.5,4,1,,1.49,,7,0.67,2.01,0.8,12,1,,,0.8,,,,0.8,,1.8,17.51,0.51
,,,LV40TQAT-1K,LV,4,4,1,,1.88,,7,0.85,2.55,1,12,1,,,0.8,,,,0.8,,1.8,19.78,0.66
,,,LV60TQAT-1K,LV,6,4,1,,2.12,,7,1.04,3.12,1,12,1,,,0.8,,,,0.8,,1.8,21.16,0.79
,,,LV100TQAT-1K,LV,10,4,1,,2.5,,7,1.35,4.05,1,12,1,,,0.8,,,,0.8,,1.8,23.4,1.03
,,,LV160TQAT-1K,LV,16,4,1,,2.94,,7,1.7,5.1,1,12,1,,,0.8,,,,0.8,,1.8,25.94,1.35
,,,LV250TQAT-1K,LV,25,4,1,,3.65,,7,2.14,6.42,1.2,12,1,,,0.8,,,,0.8,,1.9,30.29,1.89
,,,LV350TQAT-1K,LV,35,4,1,,4.12,,7,2.52,7.56,1.2,12,1,,,0.8,,,,0.8,,2,33.24,2.38
,,,LV25TP-1K5,LV,2.5,2,1.5,,,,7,0.67,2.01,1.27,9,1,,,,,,,,,0.8,12.7,0.16
,,,LV40TP-1K5,LV,4,2,1.5,,,,7,0.85,2.55,1.27,10,1,,,,,,,,,0.8,13.78,0.2
,,,LV60TP-1K5,LV,6,2,1.5,,,,7,1.04,3.12,1.27,10,1,,,,,,,,,0.8,14.92,0.26
,,,LV100TP-1K5,LV,10,2,1.5,,,,7,1.35,4.05,1.27,10,1,,,,,,,,,0.8,16.78,0.37
,,,LV160TP-1K5,LV,16,2,1.5,,,,7,1.7,5.1,1.27,10,1,,,,,,,,,0.8,18.88,0.51
,,,LV250TP-1K5,LV,25,2,1.5,,,,7,2.14,6.42,1.48,10,1,,,,,,,,,0.8,22.36,0.77
,,,LV350TP-1K5,LV,35,2,1.5,,,,7,2.52,7.56,1.48,10,1,,,,,,,,,0.8,24.64,1
,,,LV25TT-1K5,LV,2.5,3,1.5,,0.71,,7,0.67,2.01,1.27,11,1,,,,,,,,,0.8,13.41,0.19
,,,LV40TT-1K5,LV,4,3,1.5,,0.79,,7,0.85,2.55,1.27,11,1,,,,,,,,,0.8,14.57,0.25
,,,LV60TT-1K5,LV,6,3,1.5,,0.88,,7,1.04,3.12,1.27,11,1,,,,,,,,,0.8,15.8,0.33
,,,LV100TT-1K5,LV,10,3,1.5,,1.02,,7,1.35,4.05,1.27,11,1,,,,,,,,,0.8,17.8,0.47
,,,LV160TT-1K5,LV,16,3,1.5,,1.18,,7,1.7,5.1,1.27,11,1,,,,,,,,,0.8,20.06,0.68
,,,LV250TT-1K5,LV,25,3,1.5,,1.45,,7,2.14,6.42,1.48,11,1,,,,,,,,,0.8,23.81,1.02
,,,LV350TT-1K5,LV,35,3,1.5,,1.63,,7,2.52,7.56,1.48,11,1,,,,,,,,,0.8,26.27,1.34
,,,LV25TQ-1K5,LV,2.5,4,1.5,,1.88,,7,0.67,2.01,1.27,12,1,,,,,,,,,0.8,14.58,0.24
,,,LV40TQ-1K5,LV,4,4,1.5,,2.11,,7,0.85,2.55,1.27,12,1,,,,,,,,,0.8,15.89,0.31
,,,LV60TQ-1K5,LV,6,4,1.5,,2.34,,7,1.04,3.12,1.27,12,1,,,,,,,,,0.8,17.26,0.41
,,,LV100TQ-1K5,LV,10,4,1.5,,2.73,,7,1.35,4.05,1.27,12,1,,,,,,,,,0.8,19.51,0.6
,,,LV160TQ-1K5,LV,16,4,1.5,,3.16,,7,1.7,5.1,1.27,12,1,,,,,,,,,0.8,22.04,0.87
,,,LV250TQ-1K5,LV,25,4,1.5,,3.88,,7,2.14,6.42,1.48,12,1,,,,,,,,,0.8,26.24,1.31
,,,LV350TQ-1K5,LV,35,4,1.5,,4.36,,7,2.52,7.56,1.48,12,1.1,,,,,,,,,0.8,29.2,1.75
,,,LV25TPAW-1K5,LV,2.5,2,1.5,,,,7,0.67,2.01,1.27,9,1,,,0.8,26,1.6,14.17,,,1.8,19.5,0.79
,,,LV40TPAW-1K5,LV,4,2,1.5,,,,7,0.85,2.55,1.27,10,1,,,0.8,28,1.6,14.28,,,1.8,20.58,0.88
,,,LV60TPAW-1K5,LV,6,2,1.5,,,,7,1.04,3.12,1.27,10,1,,,0.8,30,1.6,14.28,,,1.8,21.72,0.98
,,,LV100TPAW-1K5,LV,10,2,1.5,,,,7,1.35,4.05,1.27,10,1,,,0.8,33,1.6,14.41,,,1.8,23.58,1.16
,,,LV160TPAW-1K5,LV,16,2,1.5,,,,7,1.7,5.1,1.27,10,1,,,0.8,37,1.6,14.45,,,1.8,25.68,1.41
,,,LV250TPAW-1K5,LV,25,2,1.5,,,,7,2.14,6.42,1.48,10,1,,,0.8,44,1.6,14.52,,,1.9,29.36,1.83
,,,LV350TPAW-1K5,LV,35,2,1.5,,,,7,2.52,7.56,1.48,10,1,,,0.8,48,1.6,14.55,,,2,31.84,2.17
,,,LV25TTAW-1K5,LV,2.5,3,1.5,,0.71,,7,0.67,2.01,1.27,11,1,,,0.8,27,1.6,14.23,,,1.8,20.21,0.85
,,,LV40TTAW-1K5,LV,4,3,1.5,,0.79,,7,0.85,2.55,1.27,11,1,,,0.8,29,1.6,14.26,,,1.8,21.37,0.95
,,,LV60TTAW-1K5,LV,6,3,1.5,,0.88,,7,1.04,3.12,1.27,11,1,,,0.8,31,1.6,14.34,,,1.8,22.6,1.08
,,,LV100TTAW-1K5,LV,10,3,1.5,,1.02,,7,1.35,4.05,1.27,11,1,,,0.8,35,1.6,14.44,,,1.8,24.6,1.32
,,,LV160TTAW-1K5,LV,16,3,1.5,,1.18,,7,1.7,5.1,1.27,11,1,,,0.8,40,1.6,14.47,,,1.8,26.86,1.64
,,,LV250TTAW-1K5,LV,25,3,1.5,,1.45,,7,2.14,6.42,1.48,11,1,,,0.8,47,1.6,14.55,,,1.9,30.81,2.15
,,,LV350TTAW-1K5,LV,35,3,1.5,,1.63,,7,2.52,7.56,1.48,11,1,,,0.8,41,2,14.51,,,2.1,34.47,2.87
,,,LV25TQAW-1K5,LV,2.5,4,1.5,,1.88,,7,0.67,2.01,1.27,12,1,,,0.8,29,1.6,14.27,,,1.8,21.38,0.94
,,,LV40TQAW-1K5,LV,4,4,1.5,,2.11,,7,0.85,2.55,1.27,12,1,,,0.8,32,1.6,14.34,,,1.8,22.69,1.08
,,,LV60TQAW-1K5,LV,6,4,1.5,,2.34,,7,1.04,3.12,1.27,12,1,,,0.8,34,1.6,14.4,,,1.8,24.06,1.23
,,,LV100TQAW-1K5,LV,10,4,1.5,,2.73,,7,1.35,4.05,1.27,12,1,,,0.8,39,1.6,14.48,,,1.8,26.31,1.54
,,,LV160TQAW-1K5,LV,16,4,1.5,,3.16,,7,1.7,5.1,1.27,12,1,,,0.8,43,1.6,14.52,,,1.9,29.04,1.91
,,,LV250TQAW-1K5,LV,25,4,1.5,,3.88,,7,2.14,6.42,1.48,12,1,,,0.8,41,2,14.5,,,2.1,34.44,2.84
,,,LV350TQAW-1K5,LV,35,4,1.5,,4.36,,7,2.52,7.56,1.48,12,1.1,,,0.8,46,2,14.53,,,2.2,37.6,3.46
,,,LV25TPAT-1K5,LV,2.5,2,1.5,,,,7,0.67,2.01,1.27,9,1,,,0.8,,,,0.8,,1.8,17.9,0.49
,,,LV40TPAT-1K5,LV,4,2,1.5,,,,7,0.85,2.55,1.27,10,1,,,0.8,,,,0.8,,1.8,18.98,0.56
,,,LV60TPAT-1K5,LV,6,2,1.5,,,,7,1.04,3.12,1.27,10,1,,,0.8,,,,0.8,,1.8,20.12,0.64
,,,LV100TPAT-1K5,LV,10,2,1.5,,,,7,1.35,4.05,1.27,10,1,,,0.8,,,,0.8,,1.8,21.98,0.79
,,,LV160TPAT-1K5,LV,16,2,1.5,,,,7,1.7,5.1,1.27,10,1,,,0.8,,,,0.8,,1.8,24.08,0.99
,,,LV250TPAT-1K5,LV,25,2,1.5,,,,7,2.14,6.42,1.48,10,1,,,0.8,,,,0.8,,1.8,27.56,1.33
,,,LV350TPAT-1K5,LV,35,2,1.5,,,,7,2.52,7.56,1.48,10,1,,,0.8,,,,0.8,,1.9,30.04,1.62
,,,LV25TTAT-1K5,LV,2.5,3,1.5,,0.71,,7,0.67,2.01,1.27,11,1,,,0.8,,,,0.8,,1.8,18.61,0.54
,,,LV40TTAT-1K5,LV,4,3,1.5,,0.79,,7,0.85,2.55,1.27,11,1,,,0.8,,,,0.8,,1.8,19.77,0.63
,,,LV60TTAT-1K5,LV,6,3,1.5,,0.88,,7,1.04,3.12,1.27,11,1,,,0.8,,,,0.8,,1.8,21,0.73
,,,LV100TTAT-1K5,LV,10,3,1.5,,1.02,,7,1.35,4.05,1.27,11,1,,,0.8,,,,0.8,,1.8,23,0.92
,,,LV160TTAT-1K5,LV,16,3,1.5,,1.18,,7,1.7,5.1,1.27,11,1,,,0.8,,,,0.8,,1.8,25.26,1.18
,,,LV250TTAT-1K5,LV,25,3,1.5,,1.45,,7,2.14,6.42,1.48,11,1,,,0.8,,,,0.8,,1.9,29.21,1.62
,,,LV350TTAT-1K5,LV,35,3,1.5,,1.63,,7,2.52,7.56,1.48,11,1,,,0.8,,,,0.8,,2,31.87,2.01
,,,LV25TQAT-1K5,LV,2.5,4,1.5,,1.88,,7,0.67,2.01,1.27,12,1,,,0.8,,,,0.8,,1.8,19.78,0.61
,,,LV40TQAT-1K5,LV,4,4,1.5,,2.11,,7,0.85,2.55,1.27,12,1,,,0.8,,,,0.8,,1.8,21.09,0.72
,,,LV60TQAT-1K5,LV,6,4,1.5,,2.34,,7,1.04,3.12,1.27,12,1,,,0.8,,,,0.8,,1.8,22.46,0.85
,,,LV100TQAT-1K5,LV,10,4,1.5,,2.73,,7,1.35,4.05,1.27,12,1,,,0.8,,,,0.8,,1.8,24.71,1.09
,,,LV160TQAT-1K5,LV,16,4,1.5,,3.16,,7,1.7,5.1,1.27,12,1,,,0.8,,,,0.8,,1.8,27.24,1.42
,,,LV250TQAT-1K5,LV,25,4,1.5,,3.88,,7,2.14,6.42,1.48,12,1,,,0.8,,,,0.8,,2,31.84,1.98
,,,LV350TQAT-1K5,LV,35,4,1.5,,4.36,,7,2.52,7.56,1.48,12,1.1,,,0.8,,,,0.8,,2.1,35,2.5
,,,LV25TP-3K,LV,2.5,2,3,,,,7,0.67,2.01,3.4,10,1,,,,,,,,,0.8,21.22,0.37
,,,LV40TP-3K,LV,4,2,3,,,,7,0.85,2.55,2.8,10,1,,,,,,,,,0.8,19.9,0.35
,,,LV60TP-3K,LV,6,2,3,,,,7,1.04,3.12,2.5,10,1,,,,,,,,,0.8,19.84,0.38
,,,LV100TP-3K,LV,10,2,3,,,,7,1.35,4.05,2.2,10,1,,,,,,,,,0.8,20.5,0.47
,,,LV160TP-3K,LV,16,2,3,,,,7,1.7,5.1,2.2,10,1,,,,,,,,,0.8,22.6,0.63
,,,LV250TP-3K,LV,25,2,3,,,,7,2.14,6.42,2.2,10,1,,,,,,,,,0.8,25.24,0.87
,,,LV350TP-3K,LV,35,2,3,,,,7,2.52,7.56,2.2,10,1.1,,,,,,,,,0.8,27.52,1.11
,,,LV25TT-3K,LV,2.5,3,3,,1.37,,7,0.67,2.01,3.4,11,1,,,,,,,,,0.8,22.59,0.43
,,,LV40TT-3K,LV,4,3,3,,1.26,,7,0.85,2.55,2.8,11,1,,,,,,,,,0.8,21.16,0.42
,,,LV60TT-3K,LV,6,3,3,,1.26,,7,1.04,3.12,2.5,11,1,,,,,,,,,0.8,21.1,0.47
,,,LV100TT-3K,LV,10,3,3,,1.31,,7,1.35,4.05,2.2,11,1,,,,,,,,,0.8,21.81,0.59
,,,LV160TT-3K,LV,16,3,3,,1.47,,7,1.7,5.1,2.2,11,1,,,,,,,,,0.8,24.07,0.8
,,,LV250TT-3K,LV,25,3,3,,1.68,,7,2.14,6.42,2.2,11,1,,,,,,,,,0.8,26.92,1.13
,,,LV350TT-3K,LV,35,3,3,,1.85,,7,2.52,7.56,2.2,11,1.1,,,,,,,,,0.8,29.57,1.48
,,,LV25TQ-3K,LV,2.5,4,3,,3.65,,7,0.67,2.01,3.4,12,1,,,,,,,,,0.8,24.87,0.53
,,,LV40TQ-3K,LV,4,4,3,,3.37,,7,0.85,2.55,2.8,12,1,,,,,,,,,0.8,23.27,0.52
,,,LV60TQ-3K,LV,6,4,3,,3.36,,7,1.04,3.12,2.5,12,1,,,,,,,,,0.8,23.2,0.58
,,,LV100TQ-3K,LV,10,4,3,,3.5,,7,1.35,4.05,2.2,12,1,,,,,,,,,0.8,24,0.74
,,,LV160TQ-3K,LV,16,4,3,,3.93,,7,1.7,5.1,2.2,12,1,,,,,,,,,0.8,26.53,1.03
,,,LV250TQ-3K,LV,25,4,3,,4.48,,7,2.14,6.42,2.2,12,1.1,,,,,,,,,0.8,29.92,1.46
,,,LV350TQ-3K,LV,35,4,3,,4.95,,7,2.52,7.56,2.2,12,1.2,,,,,,,,,0.8,32.87,1.91
,,,LV25TPAW-3K,LV,2.5,2,3,,,,7,0.67,2.01,3.4,9,1,,,0.8,42,1.6,14.47,,,1.9,28.22,1.38
,,,LV40TPAW-3K,LV,4,2,3,,,,7,0.85,2.55,2.8,10,1,,,0.8,39,1.6,14.47,,,1.8,26.7,1.29
,,,LV60TPAW-3K,LV,6,2,3,,,,7,1.04,3.12,2.5,10,1,,,0.8,39,1.6,14.48,,,1.8,26.64,1.32
,,,LV100TPAW-3K,LV,10,2,3,,,,7,1.35,4.05,2.2,10,1,,,0.8,40,1.6,14.49,,,1.8,27.3,1.43
,,,LV160TPAW-3K,LV,16,2,3,,,,7,1.7,5.1,2.2,10,1,,,0.8,44,1.6,14.51,,,1.9,29.6,1.69
,,,LV250TPAW-3K,LV,25,2,3,,,,7,2.14,6.42,2.2,10,1,,,0.8,40,2,14.49,,,2,33.24,2.34
,,,LV350TPAW-3K,LV,35,2,3,,,,7,2.52,7.56,2.2,10,1,,,0.8,43,2,14.52,,,2.1,35.72,2.71
,,,LV25TTAW-3K,LV,2.5,3,3,,1.37,,7,0.67,2.01,3.4,11,1,,,0.8,44,1.6,14.5,,,1.9,29.59,1.5
,,,LV40TTAW-3K,LV,4,3,3,,1.26,,7,0.85,2.55,2.8,11,1,,,0.8,42,1.6,14.49,,,1.9,28.16,1.44
,,,LV60TTAW-3K,LV,6,3,3,,1.26,,7,1.04,3.12,2.5,11,1,,,0.8,42,1.6,14.5,,,1.9,28.1,1.48
,,,LV100TTAW-3K,LV,10,3,3,,1.31,,7,1.35,4.05,2.2,11,1,,,0.8,43,1.6,14.53,,,1.9,28.81,1.63
,,,LV160TTAW-3K,LV,16,3,3,,1.47,,7,1.7,5.1,2.2,11,1,,,0.8,47,1.6,14.55,,,2,31.27,1.95
,,,LV250TTAW-3K,LV,25,3,3,,1.68,,7,2.14,6.42,2.2,11,1,,,0.8,42,2,14.51,,,2.1,35.12,2.69
,,,LV350TTAW-3K,LV,35,3,3,,1.85,,7,2.52,7.56,2.2,11,1.1,,,0.8,46,2,14.55,,,2.2,37.97,3.19
,,,LV25TQAW-3K,LV,2.5,4,3,,3.65,,7,0.67,2.01,3.4,12,1,,,0.8,49,1.6,14.58,,,2,32.07,1.72
,,,LV40TQAW-3K,LV,4,4,3,,3.37,,7,0.85,2.55,2.8,12,1,,,0.8,46,1.6,14.52,,,1.9,30.27,1.63
,,,LV60TQAW-3K,LV,6,4,3,,3.36,,7,1.04,3.12,2.5,12,1,,,0.8,46,1.6,14.53,,,1.9,30.2,1.69
,,,LV100TQAW-3K,LV,10,4,3,,3.5,,7,1.35,4.05,2.2,12,1,,,0.8,47,1.6,14.56,,,2,31.2,1.89
,,,LV160TQAW-3K,LV,16,4,3,,3.93,,7,1.7,5.1,2.2,12,1,,,0.8,42,2,14.48,,,2.1,34.73,2.58
,,,LV250TQAW-3K,LV,25,4,3,,4.48,,7,2.14,6.42,2.2,12,1.1,,,0.8,47,2,14.56,,,2.2,38.32,3.21
,,,LV350TQAW-3K,LV,35,4,3,,4.95,,7,2.52,7.56,2.2,12,1.2,,,0.8,51,2,14.58,,,2.3,41.47,3.82
,,,LV25TPAT-3K,LV,2.5,2,3,,,,7,0.67,2.01,3.4,9,1,,,0.8,,,,0.8,,1.8,26.42,0.9
,,,LV40TPAT-3K,LV,4,2,3,,,,7,0.85,2.55,2.8,10,1,,,0.8,,,,0.8,,1.8,25.1,0.85
,,,LV60TPAT-3K,LV,6,2,3,,,,7,1.04,3.12,2.5,10,1,,,0.8,,,,0.8,,1.8,25.04,0.88
,,,LV100TPAT-3K,LV,10,2,3,,,,7,1.35,4.05,2.2,10,1,,,0.8,,,,0.8,,1.8,25.7,0.98
,,,LV160TPAT-3K,LV,16,2,3,,,,7,1.7,5.1,2.2,10,1,,,0.8,,,,0.8,,1.8,27.8,1.19
,,,LV250TPAT-3K,LV,25,2,3,,,,7,2.14,6.42,2.2,10,1,,,0.8,,,,0.8,,1.9,30.64,1.5
,,,LV350TPAT-3K,LV,35,2,3,,,,7,2.52,7.56,2.2,10,1,,,0.8,,,,0.8,,2,33.12,1.81
,,,LV25TTAT-3K,LV,2.5,3,3,,1.37,,7,0.67,2.01,3.4,11,1,,,0.8,,,,0.8,,1.8,27.79,1
,,,LV40TTAT-3K,LV,4,3,3,,1.26,,7,0.85,2.55,2.8,11,1,,,0.8,,,,0.8,,1.8,26.36,0.95
,,,LV60TTAT-3K,LV,6,3,3,,1.26,,7,1.04,3.12,2.5,11,1,,,0.8,,,,0.8,,1.8,26.3,1
,,,LV100TTAT-3K,LV,10,3,3,,1.31,,7,1.35,4.05,2.2,11,1,,,0.8,,,,0.8,,1.8,27.01,1.13
,,,LV160TTAT-3K,LV,16,3,3,,1.47,,7,1.7,5.1,2.2,11,1,,,0.8,,,,0.8,,1.9,29.47,1.41
,,,LV250TTAT-3K,LV,25,3,3,,1.68,,7,2.14,6.42,2.2,11,1,,,0.8,,,,0.8,,2,32.52,1.82
,,,LV350TTAT-3K,LV,35,3,3,,1.85,,7,2.52,7.56,2.2,11,1.1,,,0.8,,,,0.8,,2.1,35.37,2.24
,,,LV25TQAT-3K,LV,2.5,4,3,,3.65,,7,0.67,2.01,3.4,12,1,,,0.8,,,,0.8,,1.9,30.27,1.16
,,,LV40TQAT-3K,LV,4,4,3,,3.37,,7,0.85,2.55,2.8,12,1,,,0.8,,,,0.8,,1.9,28.67,1.11
,,,LV60TQAT-3K,LV,6,4,3,,3.36,,7,1.04,3.12,2.5,12,1,,,0.8,,,,0.8,,1.9,28.6,1.17
,,,LV100TQAT-3K,LV,10,4,3,,3.5,,7,1.35,4.05,2.2,12,1,,,0.8,,,,0.8,,1.9,29.4,1.35
,,,LV160TQAT-3K,LV,16,4,3,,3.93,,7,1.7,5.1,2.2,12,1,,,0.8,,,,0.8,,2,32.13,1.7
,,,LV250TQAT-3K,LV,25,4,3,,4.48,,7,2.14,6.42,2.2,12,1.1,,,0.8,,,,0.8,,2.1,35.72,2.23
